periode_data,triwulan,wilayah,jenis_usaha,jumlah_usaha,nilai_pendapatan
202112,4,KOTA ADM. JAKARTA BARAT,LAINNYA,596,1020189300
202112,4,KOTA ADM. JAKARTA PUSAT,KULINER,9621,38874603334
202112,4,KOTA ADM. JAKARTA PUSAT,LAINNYA,957,5890894650
202112,4,KOTA ADM. JAKARTA PUSAT,FASHION,1199,4093129800
202112,4,KOTA ADM. JAKARTA PUSAT,CRAFT,734,1942374500
202112,4,KOTA ADM. JAKARTA SELATAN,KULINER,16372,47788599370
202112,4,KOTA ADM. JAKARTA SELATAN,FASHION,2032,4434225241
202112,4,KOTA ADM. JAKARTA SELATAN,LAINNYA,1518,3354379950
202112,4,KOTA ADM. JAKARTA SELATAN,CRAFT,963,2779976000
202112,4,KOTA ADM. JAKARTA TIMUR,KULINER,12714,41833579000
202112,4,KOTA ADM. JAKARTA TIMUR,FASHION,2268,5886508000
202112,4,KOTA ADM. JAKARTA TIMUR,LAINNYA,1351,2820099200
202112,4,KOTA ADM. JAKARTA TIMUR,CRAFT,788,2106811000
202112,4,KOTA ADM. JAKARTA UTARA,KULINER,7899,20891471403
202112,4,KOTA ADM. JAKARTA UTARA,FASHION,1222,2511451414
202112,4,KOTA ADM. JAKARTA UTARA,LAINNYA,776,2226641850
202112,4,KOTA ADM. JAKARTA UTARA,CRAFT,382,1573360850
202203,1,KAB. ADM. KEP. SERIBU,KULINER,864,5692971000
202203,1,KAB. ADM. KEP. SERIBU,LAINNYA,285,2165867800
202203,1,KAB. ADM. KEP. SERIBU,FASHION,69,301260000
202203,1,KAB. ADM. KEP. SERIBU,CRAFT,22,136776000
202203,1,KOTA ADM. JAKARTA BARAT,KULINER,8291,24798361771
202203,1,KOTA ADM. JAKARTA BARAT,FASHION,1238,3658218170
202203,1,KOTA ADM. JAKARTA BARAT,CRAFT,526,1102293860
202203,1,KOTA ADM. JAKARTA BARAT,LAINNYA,538,866358400
202203,1,KOTA ADM. JAKARTA PUSAT,KULINER,9156,39039146030
202203,1,KOTA ADM. JAKARTA PUSAT,LAINNYA,919,6176046950
202203,1,KOTA ADM. JAKARTA PUSAT,FASHION,1152,4052565721
202203,1,KOTA ADM. JAKARTA PUSAT,CRAFT,696,1929081375
202203,1,KOTA ADM. JAKARTA SELATAN,KULINER,15549,41621695657
202203,1,KOTA ADM. JAKARTA SELATAN,LAINNYA,1476,3564255079
202203,1,KOTA ADM. JAKARTA SELATAN,FASHION,1922,3503058028
202203,1,KOTA ADM. JAKARTA SELATAN,CRAFT,908,1557964479
202203,1,KOTA ADM. JAKARTA TIMUR,KULINER,11917,36955920784
202203,1,KOTA ADM. JAKARTA TIMUR,FASHION,2149,6003362000
202203,1,KOTA ADM. JAKARTA TIMUR,LAINNYA,1257,3138787480
202203,1,KOTA ADM. JAKARTA TIMUR,CRAFT,704,1786467000
202203,1,KOTA ADM. JAKARTA UTARA,KULINER,7204,21075452613
202203,1,KOTA ADM. JAKARTA UTARA,FASHION,1150,2639608000
202203,1,KOTA ADM. JAKARTA UTARA,LAINNYA,742,2086364690
202203,1,KOTA ADM. JAKARTA UTARA,CRAFT,348,814161400
202206,2,KAB. ADM. KEP. SERIBU,KULINER,864,7621149340
202206,2,KAB. ADM. KEP. SERIBU,LAINNYA,285,2424426700
202206,2,KAB. ADM. KEP. SERIBU,FASHION,69,361275000
202206,2,KAB. ADM. KEP. SERIBU,CRAFT,22,145485000
202206,2,KOTA ADM. JAKARTA BARAT,KULINER,8291,26080755388
202206,2,KOTA ADM. JAKARTA BARAT,FASHION,1238,3436011294
202206,2,KOTA ADM. JAKARTA BARAT,CRAFT,526,1067190678
202206,2,KOTA ADM. JAKARTA BARAT,LAINNYA,537,1036692050
202206,2,KOTA ADM. JAKARTA PUSAT,KULINER,9156,43786355862
202206,2,KOTA ADM. JAKARTA PUSAT,LAINNYA,919,6427624354
202206,2,KOTA ADM. JAKARTA PUSAT,FASHION,1152,4300575705
202206,2,KOTA ADM. JAKARTA PUSAT,CRAFT,696,2040351206
202206,2,KOTA ADM. JAKARTA SELATAN,KULINER,15547,45796915252
202206,2,KOTA ADM. JAKARTA SELATAN,LAINNYA,1476,3978491180
202206,2,KOTA ADM. JAKARTA SELATAN,FASHION,1922,3588282137
202206,2,KOTA ADM. JAKARTA SELATAN,CRAFT,908,1813610600
202206,2,KOTA ADM. JAKARTA TIMUR,KULINER,11917,50677443656
202206,2,KOTA ADM. JAKARTA TIMUR,FASHION,2149,6700734500
202206,2,KOTA ADM. JAKARTA TIMUR,LAINNYA,1257,3794952260
202206,2,KOTA ADM. JAKARTA TIMUR,CRAFT,704,1981575708
202206,2,KOTA ADM. JAKARTA UTARA,KULINER,7204,22002108995
202206,2,KOTA ADM. JAKARTA UTARA,FASHION,1150,2056652100
202206,2,KOTA ADM. JAKARTA UTARA,LAINNYA,742,1700537968
202206,2,KOTA ADM. JAKARTA UTARA,CRAFT,348,699994000
202209,3,KAB. ADM. KEP. SERIBU,KULINER,864,8442032500
202209,3,KAB. ADM. KEP. SERIBU,LAINNYA,285,2579806400
202209,3,KAB. ADM. KEP. SERIBU,FASHION,69,432199000
202209,3,KAB. ADM. KEP. SERIBU,CRAFT,22,155705000
202209,3,KOTA ADM. JAKARTA BARAT,KULINER,8291,32308332544
202209,3,KOTA ADM. JAKARTA BARAT,FASHION,1238,2952596927
202209,3,KOTA ADM. JAKARTA BARAT,CRAFT,526,1446747085
202209,3,KOTA ADM. JAKARTA BARAT,LAINNYA,537,1046809980
202209,3,KOTA ADM. JAKARTA PUSAT,KULINER,9156,49719841288
202209,3,KOTA ADM. JAKARTA PUSAT,LAINNYA,919,8084672248
202209,3,KOTA ADM. JAKARTA PUSAT,FASHION,1152,4456998429
202209,3,KOTA ADM. JAKARTA PUSAT,CRAFT,696,2193563491
202209,3,KOTA ADM. JAKARTA SELATAN,KULINER,15547,52193445140
202209,3,KOTA ADM. JAKARTA SELATAN,LAINNYA,1476,4536286600
202209,3,KOTA ADM. JAKARTA SELATAN,FASHION,1922,3685624697
202209,3,KOTA ADM. JAKARTA SELATAN,CRAFT,908,1538146030
202209,3,KOTA ADM. JAKARTA TIMUR,KULINER,11917,67902852658
202209,3,KOTA ADM. JAKARTA TIMUR,FASHION,2149,7156876253
202209,3,KOTA ADM. JAKARTA TIMUR,LAINNYA,1257,4343005590
202209,3,KOTA ADM. JAKARTA TIMUR,CRAFT,704,2199828381
202209,3,KOTA ADM. JAKARTA UTARA,KULINER,7204,23661684744
202209,3,KOTA ADM. JAKARTA UTARA,FASHION,1150,1611003613
202209,3,KOTA ADM. JAKARTA UTARA,LAINNYA,742,1306590490
202209,3,KOTA ADM. JAKARTA UTARA,CRAFT,348,661811000
202212,4,KAB. ADM. KEP. SERIBU,KULINER,899,9278515980
202212,4,KAB. ADM. KEP. SERIBU,LAINNYA,295,2954491701
202212,4,KAB. ADM. KEP. SERIBU,FASHION,76,490281000
202212,4,KAB. ADM. KEP. SERIBU,CRAFT,24,219340000
202212,4,KOTA ADM. JAKARTA BARAT,KULINER,8895,48267070839
202212,4,KOTA ADM. JAKARTA BARAT,FASHION,1345,2865801139
202212,4,KOTA ADM. JAKARTA BARAT,CRAFT,569,2459312392
202212,4,KOTA ADM. JAKARTA BARAT,LAINNYA,596,1205073096
202212,4,KOTA ADM. JAKARTA PUSAT,KULINER,9621,61342862167
202212,4,KOTA ADM. JAKARTA PUSAT,LAINNYA,957,7342271765
202212,4,KOTA ADM. JAKARTA PUSAT,FASHION,1199,4840605300
202212,4,KOTA ADM. JAKARTA PUSAT,CRAFT,734,2599763469
202212,4,KOTA ADM. JAKARTA SELATAN,KULINER,16373,62312178807
202212,4,KOTA ADM. JAKARTA SELATAN,LAINNYA,1518,6502297112
202212,4,KOTA ADM. JAKARTA SELATAN,FASHION,2032,4281005413
202212,4,KOTA ADM. JAKARTA SELATAN,CRAFT,963,1917320198
202212,4,KOTA ADM. JAKARTA TIMUR,KULINER,12715,85144009949
202212,4,KOTA ADM. JAKARTA TIMUR,FASHION,2268,10082817374
202212,4,KOTA ADM. JAKARTA TIMUR,LAINNYA,1351,5654146361
202212,4,KOTA ADM. JAKARTA TIMUR,CRAFT,788,3321861000
202212,4,KOTA ADM. JAKARTA UTARA,KULINER,7899,32438837596
202212,4,KOTA ADM. JAKARTA UTARA,LAINNYA,776,1779269530
202212,4,KOTA ADM. JAKARTA UTARA,FASHION,1222,1654493393
202212,4,KOTA ADM. JAKARTA UTARA,CRAFT,382,893386280
202303,1,KAB. ADM. KEP. SERIBU,KULINER,864,8748425220
202303,1,KAB. ADM. KEP. SERIBU,LAINNYA,285,3163186000
202303,1,KAB. ADM. KEP. SERIBU,FASHION,69,460999000
202303,1,KAB. ADM. KEP. SERIBU,CRAFT,22,168902000
202303,1,KOTA ADM. JAKARTA BARAT,KULINER,8291,55745906077
202303,1,KOTA ADM. JAKARTA BARAT,FASHION,1238,6426403186
202303,1,KOTA ADM. JAKARTA BARAT,CRAFT,526,2550169592
202303,1,KOTA ADM. JAKARTA BARAT,LAINNYA,538,2209621116
202303,1,KOTA ADM. JAKARTA PUSAT,KULINER,9156,66500852868
202303,1,KOTA ADM. JAKARTA PUSAT,LAINNYA,919,8368154156
202303,1,KOTA ADM. JAKARTA PUSAT,FASHION,1152,7326240975
202303,1,KOTA ADM. JAKARTA PUSAT,CRAFT,696,3911094000
202303,1,KOTA ADM. JAKARTA SELATAN,KULINER,15550,97195753373
202303,1,KOTA ADM. JAKARTA SELATAN,FASHION,1922,9792968713
202303,1,KOTA ADM. JAKARTA SELATAN,LAINNYA,1476,7361632980
202303,1,KOTA ADM. JAKARTA SELATAN,CRAFT,908,3649717208
202303,1,KOTA ADM. JAKARTA TIMUR,KULINER,11917,82833143962
202303,1,KOTA ADM. JAKARTA TIMUR,FASHION,2149,10240760750
202303,1,KOTA ADM. JAKARTA TIMUR,LAINNYA,1258,9831510432
202303,1,KOTA ADM. JAKARTA TIMUR,CRAFT,704,3558163700
202303,1,KOTA ADM. JAKARTA UTARA,KULINER,7204,48916091746
202303,1,KOTA ADM. JAKARTA UTARA,LAINNYA,742,4666492745
202303,1,KOTA ADM. JAKARTA UTARA,FASHION,1150,4456115378
202303,1,KOTA ADM. JAKARTA UTARA,CRAFT,348,1591130700
202306,2,KAB. ADM. KEP. SERIBU,KULINER,864,9729378240
202306,2,KAB. ADM. KEP. SERIBU,LAINNYA,285,3255890000
202306,2,KAB. ADM. KEP. SERIBU,FASHION,69,487710000
202306,2,KAB. ADM. KEP. SERIBU,CRAFT,22,187329000
202306,2,KOTA ADM. JAKARTA BARAT,KULINER,8292,55144842061
202306,2,KOTA ADM. JAKARTA BARAT,FASHION,1238,6746391199
202306,2,KOTA ADM. JAKARTA BARAT,CRAFT,526,2381031704
202306,2,KOTA ADM. JAKARTA BARAT,LAINNYA,539,2332222925
202306,2,KOTA ADM. JAKARTA PUSAT,KULINER,9156,72543364835
202306,2,KOTA ADM. JAKARTA PUSAT,LAINNYA,919,9281464647
202306,2,KOTA ADM. JAKARTA PUSAT,FASHION,1152,7823623890
202306,2,KOTA ADM. JAKARTA PUSAT,CRAFT,696,4114104700
202306,2,KOTA ADM. JAKARTA SELATAN,KULINER,15550,1.08E+11
202306,2,KOTA ADM. JAKARTA SELATAN,FASHION,1922,10683520649
202306,2,KOTA ADM. JAKARTA SELATAN,LAINNYA,1476,8762485859
202306,2,KOTA ADM. JAKARTA SELATAN,CRAFT,908,3855601904
202306,2,KOTA ADM. JAKARTA TIMUR,KULINER,11917,89106260098
202306,2,KOTA ADM. JAKARTA TIMUR,FASHION,2149,10192288999
202306,2,KOTA ADM. JAKARTA TIMUR,LAINNYA,1258,7123768040
202306,2,KOTA ADM. JAKARTA TIMUR,CRAFT,704,3265999700
