author,text,like_count,published_at
@AchmadFadillah-z5q,"orang kaya bilang orang miskin yg menolak adalah pemalas dan tidak mau sukses.
Namun orang miskin yg  logikanya main, ini namanya perbudakan dan hanya menguntungkan bosnya doang. Sedangkan karyawan bisa sesaat diganti dengan orang lain.

Bos belum tentu leadership, tapi leadership sudah pasti seorang pemimpin.
Pemimpin yg baik, yg memanusiakan manusia.

Bisnis hanyalah alat, untuk memberi makan orang lain. Bukan mencari kekayaan yg tidak kita bawa mati.

Sejatinya, Tuhan menciptakan manusia itu hanya untuk ibadah.
mencari makan hanya untuk menguatkan tulang punggung agar bisa dipakai ibadah.

kita lahir tidak membawa apa apa,
Lalu tumbuh mencari apa apa, dan meninggalkan serta tidak membawa apa apa..",1,2026-03-28T14:24:14Z
@30sreceh26,"Gak usah jauh"" ke cina di indo aja banyak 😂",0,2026-03-28T14:23:49Z
@GegelomanBro,Saya 995 di Bali & lebih baik begini. Karena lumayan lemburan kita. Seminggu 5 hari kerja & 2 hari libur.,0,2026-03-28T14:02:24Z
@reinerdussler,Pertama kami lembur sekali tpi kelamaan kami lembur berkali kali dan untuk seterusnya lembur sudah jadi makanan wajib bagi kami 😢,0,2026-03-28T14:01:00Z
@mohreidwan3694,Pernah ngalamin selama 3 tahun di salah satu kota di jateng masuk jam 8 pagi pulang malem. Kalah baru banyak orderan masuk pabrik cuma ngasi libur sebulan sekali itu aja gaji ga nyampe 4jt,0,2026-03-28T13:42:02Z
@farhanputraperdanafarhanpu8480,Indonesia mau ngikutin tapi gajih 100rb sedangkan cina 2jt jauhh🎉,0,2026-03-28T13:38:39Z
@penguinsoldier1812,"996 demi kesuksesan wkwk, yang sukses mah ownernya, buat karyawannya yang penting bisa idup aja itu",0,2026-03-28T13:35:07Z
@m.fahrulrifqi.k,ada salah satu perusahaab di Jawa tenggah juga mulai perlahan miri mirip sistem 996 tapi miris gaji yang di peroleh ga seberapa dibandingkan kerja keras yang terlalu over dengan jam kerja bahkan hari minggu di wajibkan lembur 😂,0,2026-03-28T13:26:07Z
@divaulinuha936,"Bg gua kerja diperusahaan china diindo,TKA china na kerjanya emang gila bang dari jam 6 pagi sampe 12 malem bahkan kadang   sampe jam 2 malem,dipt gua 6 hari kerja dan minggu sering berangkat dan orang chinanya juga tetep ikut masuk pas minggu😂",0,2026-03-28T13:12:05Z
@muksony3862,kalo bayaran y sesuai sih tidak masalah,0,2026-03-28T13:09:34Z
@ulgames868,😂😂😂 hhh,0,2026-03-28T13:09:06Z
@sasongkoadi2511,"Ane ngrasain ini.. 
Ane kerja di kontraktor telekomunikasi, sebelum 2012 sector itu dikuasai oleh Eropa, setelah 2012 china menguasai. Dan budaya 996 itu dibawa juga kesini.. 
Yg biasanya jam 5 dah tutup laptop, karena china2nya pada lembur, jam 9 minta report terpaksa harus buka lagi. 
Efectnya nyampai sekarang, walaupun china2nya dah balik ke negaranya sono semua, budaya itu masih melekat mungkin karena kebiasaan, dan sekarang itu jadi kayak biasa, orang2 mengaggapnya jadi kayak standart kerja biasa aja.. 
Hebat emang..",0,2026-03-28T13:06:19Z
@gundekmtv,🔥🔥,0,2026-03-28T12:57:12Z
@ulfinp5123,Ohhh ini cikal bakal BUMC 😂😂😂😂 kantor aku juga jd budaya gituu,0,2026-03-28T12:27:43Z
@babangagus4436,"Kurng keras itmh bang,,  ,nih Gue kerja di toko sembako dari awal buka jam 5 pagi pulang jam 5 sore,kadang lebih, dan libur cuman boleh sebulan sekali,,,apa gk edan itu😂,,,,,sat gjih gaknyampe umr",0,2026-03-28T12:03:22Z
@lyricsabouthim,Sukses hanya omong kosong,1,2026-03-28T11:40:10Z
@User-bl2uo,11:56 hidup apa tadi?,0,2026-03-28T11:25:12Z
@NadirLarimu-p3t,Gw yng kerja 7 malam ke 7 pagi trus udh 7 bulan shif malam terus gk ada oper shif,0,2026-03-28T11:17:52Z
@poter3002,"12jam kerja x 30hari dan off 14hari , izin nyimak 🙏🏿",0,2026-03-28T11:12:29Z
@Isane_Aela,Jdi mirip jp ya,0,2026-03-28T11:05:17Z
@yolochannel5014,"Halah di indo 996 juga kok apalagi retail yang katanya loyalitas tai, atau gak pekerja di resto kecil yang harus jaga 11 jam tapi gaji 1,6-2 juta",2,2026-03-28T11:02:20Z
@indonesiacanmakeyouhappy,Hukum kan bisa dibeli ttp power lah atasan mereka Woamwka gada guna,0,2026-03-28T10:49:56Z
@itortilo,"Kalo saya sebisa mungkin work life balance sih, selama gaya hidup normal² aja, enjoy aja, itu kalau saya.",0,2026-03-28T10:49:53Z
@bobbychristiano9098,"Bang Bahas Kaum Yahudi Haredi Ultra Ortodoks bang, Umat manusia yang paling ditakuti di seluruh dunia, yang jadi bangsa kesayangan bapak Netanyahu sii papa kesayangan kita 😂",0,2026-03-28T10:49:46Z
@jonathantwilight619,"Yang mendukung 996 ya mereka yang punya perusahaan gede biar biaya operasional kecil, usual suspects 😂",0,2026-03-28T10:47:29Z
@haidarfadhilarahman2323,Berita lama,0,2026-03-28T10:45:18Z
@TabbyTasty,ironi juga ya negara komunis tapi diperbudak sama kapitalis😂,0,2026-03-28T10:13:55Z
@kakilangit114,"Nggak usah jauh-jauh, di Indonesia banyak yang lebih parah dari itu. Jam kerja lebih dari 12 jam, tapi upah dibawah standar 😢😢😢",1,2026-03-28T10:03:02Z
@eLDapur,jam kerja gw 64jam perminggu :),1,2026-03-28T09:55:07Z
@masbethfvck5269,"halah, di indo juga gitu, ada aturan UMR tapi banyak perusahaan g ngikutin gara2 semua pakai sistem outsourcing/mitra
kalo karyawan nya protes, langsung di teror kiri kanan wkwk",1,2026-03-28T09:53:14Z
@pauziibrahim9180,12:47 memang lah dia ckp macam tu dia tu boss...bukan bawahan...cuba dia tu bawahan sya rasa dia tak kan ckp macam tu punya🤦,0,2026-03-28T09:39:17Z
@rakamarhaba9266,Kita tidak perlu kerja keras jika sumberdaya alam kita tidak dirampok dan tidak dikorupsi,0,2026-03-28T09:36:49Z
@desaimpian2685,"Saya kerja di BUMC dan itu biasa gaji saya tahun 2024 bisa sampai 7.8jt padahal UMR daerah saya 2.8jt di tahun itu dan itupun masih tanpa insentif dll,,,, kerja 12jam sehari dan hanya saya gak mau ambil lembur hari libur pas ketemu libur pas hari Jumat",0,2026-03-28T09:35:32Z
@faisalramadhan8793,lah di swasta indo sudha begitu wkwk,0,2026-03-28T09:20:10Z
@abdiwirananda3703,kerja yg bnr itu brpa jam sih?,0,2026-03-28T08:46:45Z
@ArdaRazaq,"MEREKA YG SETUJU PADA SISTME 996 ADALAH ORANG ORANG YG UDAH KAYA JADI MEREKA TIDUR AJA MASIH NGEHASILIN DUIT , DAN NGOMONGIN SOAL SUKSES BERAPA PERSEN ORANG YG SUKSES SETELAH MENERAPKAN SISTEM KERJA 996,YG ADA PEGAWAINYA BAKAL MATI PERLAHAN DAN PEMILIK PERUSAHAAN TINGGAL NYARI PENGGANTINYA,KERJA SEWAJARNYA KARENA KESEHATAN JUGA PENTING",28,2026-03-28T08:33:02Z
@Putra-ys1qp,gua yang sering 15 jam sehari..,0,2026-03-28T08:30:00Z
@kend_1706,ART sama babysitter gimana tuh?,1,2026-03-28T08:28:58Z
@fisalbriyan441,Gak usah jauh jauh di china Indonesia juga banyak kayak gitu udah 996 bayaran di bawah umr,0,2026-03-28T08:27:12Z
@borsamingo650,"sampe sekarang gua juga bingung, kerja keras tuh yang kaya gimana ?😂",1,2026-03-28T08:01:36Z
@airajianzhy,Sangat tidak relate dengan Gen-Z ya😅,0,2026-03-28T07:58:12Z
@bagusseptiawan5409,"Komun*s rasa kapitalis. China tdk seindah kenyataan.
Kemajuan china sangat hebat tp dibaliknya banyak pekerja yg diperas tenaganya untuk menekan biaya pengeluaran untuk kepentingan elit dan petinggi²nya.",1,2026-03-28T07:56:55Z
@haya000147,Sistem 996 sudah diganti menjadi 696,0,2026-03-28T07:49:42Z
@OwenApriliu,Hhhh diindonesia juga bnyk bg yg 12 jam kerja libur cuma 2 kali sebulan,0,2026-03-28T07:47:57Z
@ikbark7331,Surabaya sistemnya gt yg bos chixxxxx,0,2026-03-28T07:45:48Z
@Fara234-w5p,"Mungkin ini juga alasan Beberapa Warga China yang malah banyak nganggur gaji kecil yakan dan beberapa juga ada yang kabur ke luar negeri🤣 
Bayangin aja lu capek capek usaha gede gedean wh ternyata gak di harga sakit men🗿☝️😿",1,2026-03-28T07:27:25Z
@is_this_over_yet,"Every Country Maniac ""Made in China""",2,2026-03-28T07:24:18Z
@Vall_Ey,"Maksudnya yg sukses atasannya doank, yg buruh mah tetep kismin 😂",0,2026-03-28T07:18:40Z
@ErenHildenbursg,"Di indo sebenarnya bukan 9-5, tapi 7-7",0,2026-03-28T07:14:27Z
@rismayufi,aku pernah kerja kyk gt di Indonesia. 777 malah. 😂 tp itu pas urgent bgt..,0,2026-03-28T07:10:31Z
@Yantoad1,Gak usah jauh ke cina .coba geh kerja di PT garmen indo,0,2026-03-28T07:05:47Z
@paijoe13,"Lha di indonesia malah 13hari kerja 1 hari libur atau dulu 14hari kerja 1 hari libur, itu jam kerja 2shif brrti 12jam kerja sehari.",0,2026-03-28T07:01:40Z
@zn-id,"setiap orang punya batasnya masing-masing ada yang cuma bisa kerja 3 jam sehari, 6 jam sehari, 10 jam, 12 jam. Normalnya di angka 5-8 jam sehari untuk kantoran dan bahkan masih banyak yang bekerja 9-11 jam bahkan 24 jam di pasar tradisonal. Kenapa Jack Ma & Richard Liu bilang begitu? tentunya di sisi lain karena untuk kepentingan perusahaan dan di sisi lainnya lagi mungkin mereka sudah pernah bekerja lebih keras dan berasumsi orang yang menolak = pemalas. Dari sisi gw pribadi kata ""Pemalas"" yang di sebutkannya kurang tepat karena balik lagi setiap orang punya batas kerja optimalnya masing-masing. Jadi intinya 19 juta lapangan kerja dulu yang harus ada baru bisa sistem 996 china di terapkan di sini 😁😁",0,2026-03-28T06:53:42Z
@udangdarat123,"ah baru segitu doang, di indo lebih dr 996 mah tp gaji miris 😂",0,2026-03-28T06:49:13Z
@lalafauziah3566,Jack Ma sm Richard Liu ngomong gitu karena mereka pengusaha bukan pekerja😅,0,2026-03-28T06:44:03Z
@fandy69,"Kukira meme ""bos gw cina"" cuma dongeng ternyata betulan 🗿",0,2026-03-28T06:43:39Z
@gun2592,Saya yakin bos indo sekarang niru cina,0,2026-03-28T06:40:33Z
@herimunir9366,"Bahkan pada kondisi banyak kerjaan akhir tahun, ada pabrik indonesia yg sehari 10 jam (2 jam lembur), sabtu minggu masuk 8 jam. 66jam seminggu, krn memang    kerjaan sedang tinggi orderan. Tp paling 1 bulan.",0,2026-03-28T06:37:46Z
@dyanrb4876,"Aku menyebutnya ""Perbudakan Tersistem""",3,2026-03-28T06:32:08Z
@jeffrimuliawan,Tanya ama karyawan huawei dan zte dan perusahaan2 cina lainnya di Indonesia,0,2026-03-28T06:31:27Z
@nurlilaadriyanti5289,lah gua brangkat jam  6 pulang jam 6 juga,0,2026-03-28T06:30:25Z
@DjingFei,kok ada pemerintah dengerin rakyatnya,0,2026-03-28T06:25:43Z
@MijiTarji-j5e3k,"Yg nolak 996 kebanyakan bos  yg doyan meras tenaga njir..
klo mw karyawan loyal, pemimpin juga harus loyal",0,2026-03-28T06:20:58Z
@FMkllg,"Y gpp kalo kerja lembur yg penting bayaran sesuai, lah kalo cuma suru lembur doang mah ogah njir😂😂, mau di katain pemalas pun bodoamat",0,2026-03-28T06:16:28Z
@donquixote_sudiro8982,"Emang Jack Ma ga takut yah kalo kerja 996 menyaingi dirinya,??",0,2026-03-28T06:12:50Z
@febiyandra1228,Kerja keras bg 💪,0,2026-03-28T06:05:26Z
@idunno-s2z,Pantas sering kali drama CEO ditayangkan,0,2026-03-28T06:02:46Z
@AnaAprilia-m5t,nih si koi draftnya di keluarkin semua jir wkwkwk,1,2026-03-28T05:50:46Z
@FikriNoviyanFirdaus-w7r,Wow,0,2026-03-28T05:44:29Z
@danilanyung2973,"Jauh"" ke China. Di konoha juga ada banyak😂",0,2026-03-28T05:43:37Z
@ImamBukhori-nq3wy,Halah diindo sama banyak juga orang kerja lembur contohnya banyak,0,2026-03-28T05:43:14Z
@adityapriandana,"kami kerja di smelter perusahaan china di maluku utara, 12jam kerja dari jam 7 pagi ke jam 7 malam. itu kalo normal tapi biasanya lembur terus dikasih😂 . terus roster 13hari kerja, 1hari off apa gak meledak😂",0,2026-03-28T05:40:34Z
@trianita_himawari,"Halo, salam dari aku pekerja di lingkungan pemerintahan dengan jam kerja 60 jam per minggu 😅",0,2026-03-28T05:39:42Z
@RizkyAgustiana-f1u,Aku selalu bilang lembur bilang ke istri tapi bener nya karaoke sama temen temen,0,2026-03-28T05:21:27Z
@BapakParaWibu,Gw OB 12 jam sehari senin - jumat gaji UMR gapernah ngeluh 😂🎉,1,2026-03-28T05:20:18Z
@ANOMALTALKS,"jauh jauh ke cina bang, di cikarang juga kan gitu, bedanya 7 ke 7",0,2026-03-28T05:18:30Z
@manusiamawasdiri,Pengalaman kalian di indo gimana teman teman,0,2026-03-28T05:14:49Z
@RandomOnly-it2ex,Semua itu tergantung tujuan prioritas sebuah negara.. kalo negara itu pengen kaya ya dilanjut ngga papa.. tapi kalo pengen sejahtera harus dipertimbangkan..,0,2026-03-28T05:13:55Z
@Cuarxy,"Kerja banyak lembur mah kalo bagi gw fine fine aja asalkan sesuai dengan gaji yang dikasih, kalau gak sesuai ya buat apa lembur. Prinsipnya ya ""Mereka bayar gw dengan duit dan gw kasih waktu gw buat mereka""",1,2026-03-28T05:11:38Z
@ashalexander2955,"Intinya budak korporat, negara maju sebenarnya adalah pengusaha kaya maju dan berkuasa, dan penguasa yang sangat berkuasa, sedangkan rakyat seolah olah makmur tapi sesungguhnya sudah menjadi budak modernisasi",1,2026-03-28T05:02:34Z
@justinhikari1831,"budaya kerja yang Toxic di Asia dari dulu gapernah ada solusinya, ujung2nya cuma jadi berita.",2,2026-03-28T05:02:18Z
@Anggota.Anonim,"Kalo disini ada gw jga minat bg ga ngapa"" in di itung lembur😂, biasa lembur aja mlh di tanyain kemarin lembur in apa😂",0,2026-03-28T04:53:55Z
@renyindaryati591,Koi..suara lu ngangenin,0,2026-03-28T04:49:56Z
@achmadmoveit8121,"12:33
12:47
Emang yang udh ngejalanin sistem kerja 996 ini udah sanggup beli roll royce phantom? udah punya villa luxury di monaco?",0,2026-03-28T04:39:02Z
@syifakoes7312,"Sepulang sekolah tuh, beberes friendly. Apapun beberesnya sukak banget sambil maraton, terutama nyetrika 🤣",1,2026-03-28T04:36:01Z
@herjs7425,"Saya sgt setuju 996, asalkan uang lemburannya sesuai dan  gaji dibayar tepat waktu",0,2026-03-28T04:34:24Z
@SetyoPras-n7j,""" Etos kerja orang China Sangat tinggi ""
Ya, betul sekali !!!
Temenku banyak dari China, kita sama"" bekerja di proyek salah satu perusahaan konstruksi. Gaji harian, tapi semangat kerjanya macam kerja borongan dan itupun penuh tanggung jawab.
Itu bukan sebagian orang China, tapi sebagian besar memang seperti itu 👷",0,2026-03-28T04:30:31Z
@Szkgsx15,"Kerja keras kaya kagak, minimal gaji 2 dijitlag 996 kalo di wakamda",0,2026-03-28T04:30:22Z
@Anonim-t6e,Buset sampe ubanan padahal masih muda😢,0,2026-03-28T04:25:57Z
@PINJAMDULUSERATUS-gn9zy,kalian pilih kerja penuh tekanan dan punya sistem gengsi oligarki yg tinggi seperti orang asia timur atau pilih kerja nyantai dan gak memiliki sistem gengsi oligarki seperti orang eropa ?,0,2026-03-28T04:22:02Z
@AmirSamsuri-io8jc,👍,0,2026-03-28T04:21:41Z
@achmadmoveit8121,Kerja 996 kalau setahun bisa beli rumah ga masalah buat gwehh,0,2026-03-28T04:14:28Z
@MikoTriwibowo,"china itu adalah definisi dari pepatah ""jangan lihat buku dari sampulnya"", china udah kayak kota maju tapi rakyatnya banyak yang susah termasuk tingginya biaya hidup tapi pendapatan rata2 disana cuma bisa bayar setengah dari biaya hidupnya itu sendiri",0,2026-03-28T04:05:38Z
@Ceeeeeeeb-s7b,"Untuk apa negara maju kalo hidup gak bahagia. 

Untuk apa gedung gedung tinggi kalo kita hidup di kamar sepetak.

Gua merasa bersyukur tinggal di negara indonesia, kita emang gak semaju china. 
Tapi kita masih punya waktu luang untuk kumpul sama keluarga, untuk nongkrong sama temen, untuk berlibur di sela sela waktu.",1,2026-03-28T03:50:34Z
@ocolzkurniawan4425,12:26 masih idup lu tong,0,2026-03-28T03:41:26Z
@nisya-k1o,"pernah kerja di bumc dan sistem kerja 996 ini diterapkan, bener bener exhausting😢",0,2026-03-28T03:29:47Z
@rizkipaledang,Gue milih 996 tp lembur dibayar,0,2026-03-28T03:14:11Z
@fernandaeffendi8580,"Jack Ma dan Richard Liu ngomong gitu karena dia pemilik modal. Kerja keras emang betul, tapi kalau upah atau kesejahteraan pegawainya bobrok ya gilak aja kalau 996 masih diinginkan pegawainya.",0,2026-03-28T03:08:48Z
@adnyatask5073,di indo jam kerja panjang gaji penek wwkwkwk mending ke cina udah,0,2026-03-28T03:04:28Z
@ALin_AQR,kerja keras bagi yg punya ambisi meraih tujuan.... bagi yg hanya skedar mencari nafkah tuk mencukupi hidup ya baginya itu tenaga diperas 😊😊😊,0,2026-03-28T02:57:44Z
@idoobenk2477,Gw kerja 776 jirr🗿,0,2026-03-28T02:54:13Z
@sugengriyono2739,"Kerja biasa, tapi gaji lembur... itu yg enak. 😂",0,2026-03-28T02:53:10Z
@muhammadihwanudin,Si panca sistem kerjanya gimana bang?,0,2026-03-28T02:50:24Z
@Takaya09,"Kalo emang gaji + efektivitas kerjaan makin bagus sih gpp dah. Setau gw orang kalo kerja di lingkungan kaya gitu bukannya makin suntuk + produktivitas malah makin menurun kalo makin lama bekerja, itu sih menurut pengalaman gw ya, apa lagi ada tekanan dari bos + waktu, mungkin beda kalo kerja di kantor google😂",0,2026-03-28T02:49:01Z
@vbnm7798,2020 sy pernah kerja 12 jam sehari dan itu emg capek kyk ga ada kehidupan pulang istirahat bsk nya kerja lg 😂,0,2026-03-28T02:48:48Z
@Letprime,"kalo yang kantor okelah, klo yang di area produksi. 🔥🔥🔥",0,2026-03-28T02:48:44Z
@FaridhaArist,"Disana diharuskan lembur, dan dibayar,disini dikota ini lembur dibatasi bahkan dilarang karena alasan efisiensi pengeluaran perusahaan. Heheee...",0,2026-03-28T02:46:14Z
@indriawan1471,"Sebagai karyawan stop , sebagai pemilik perusahaan gass,, 😅",0,2026-03-28T02:37:50Z
@tunggulgusang1008,"sistem ini yang diadopsi oleh pengusaha2 indo (you know who) sekarang dengan kerja overwork, no pay overtime dan multi job atas nama loyalitas dan rasa kekeluargaan
woy namanya orang kerja itu cari penghasilan untuk keluarga bukan untuk jadi abdi orang lain atau cari keluarga baru",0,2026-03-28T02:21:06Z
@a.apriliana,"Gua prnh kerja sm cindo 😂
Jd itu foodcourt kawasan bandara soetta. Gua waitress. Masuk jam 9 lambatnya stngah 10. Closing jam 8 😂 slsai kira2 8.20 atau stngah 9. Smpe rumah jam 9


Gaji perhari 70rb perhari, dpt brp bulan naik jd 80rb perhari krna karyawan lama minta naek gaji. Libur 2minggu sekali.
Cici nya baik sih. Toleransi juga. Cuman gua gak kuat. Ongkos pergi pulang plus libur 2x doang dlm sebulan. Bertahan cuma 10 bulan.",0,2026-03-28T02:19:04Z
@Vikriansyah-k8v,"Bang bahas konvoy truk sepanjang 1km , yang menganggut mayat di sudan dong",0,2026-03-28T02:18:12Z
@MuhammadMisbahulMunir-o9c,biasanya kalo udah di titik terendah bakal muncul sistem,0,2026-03-28T02:07:19Z
@dewidamayanthi6683,"kerja boleh lama tapi jangan ngorbanin kesehatan, kalau menurutku kerja selama itu di china, mental ga bagus sih, kita perlu juga ngabisin waktu buat keluarga, apalagi kalau udah punya anak, liat tumbuh kembang anak itu sangat penting, jadi waktu berharga bgt",0,2026-03-28T02:06:51Z
@toniyang3739,"Bos 996=Ganti mobil, Karyawan 996=Ganti kulit 🗿. Akal2an konglo aja itu mau enaknya aja 996",0,2026-03-28T02:06:50Z
@irsyadproject99,"di indo juga banyak nih kek gini, lembur cuma di bayar nasi goreng😂😂😂",1,2026-03-28T02:06:41Z
@sunardi8211,"Sistem 996 bisa mempercepat kesuksesan perusahaan.
Inget kesuksesan perusahaan bukan kesuksesan pekerja 😂",0,2026-03-28T02:02:22Z
@rhezaerdiansyah6260,"Welocome to indonesia, 12jam 6hari kerja",0,2026-03-28T01:58:40Z
@sumberberkahTV,"Bersyukur kerja di indonesia, walau upah cuma 2000 - 5000 saja, cuma modal pluit, jam kerja flexible atur ma rekan, setidaknya malem bisa clubbing, sebulan bisa nabung beli vespa matic, dan alhamdulilah udah kerja setahun akhirnya bisa beli pajero sport cash lunas.. sekarang target biar bisa kpr rumah aja dan ngumpulin modal nikah.. intinya segala pekerjaan harus disyukuri, dan saya bersyukur bisa lahir di negara hebat seperti indonesia, amit amit lahir di negara komunis😅",0,2026-03-28T01:57:08Z
@ariefjati4545,"Budaya 996 itu sebenarnya justru merugikan perusahaan juga karena harus membayar lebih biaya operasional seperti biaya lembur, sewa gedung/tenant, listrik, air, gas, dll.",0,2026-03-28T01:56:47Z
@rhrdtgh,Percuma dulu demo yg diperingati hari buruh untuk kerja 8 jam tapi sekarang malah gak dipake 😂,0,2026-03-28T01:55:02Z
@agungpramana7900,"Di Bali jg ada tuh dulu, kantor yang pegawainya sengaja disuruh lembur  sama pimpinan project dan nungguin bawahnya kerja bahkan sengaja nyuruh bawahanya lembur lama2 agar dia ikut dapet uang lembur bnyk (maklum jam lembur beda harga) parahnya dia tidur dulu. Njir kalo di inget2 parah bgt tuh pimpinan project malah dia nunggu sambil tidur lagi",0,2026-03-28T01:52:19Z
@bayusaputra-v7b4u,"Disini juga ada kok bang, bukan lagi 12 jam, sya pernah 16 jam tiap hari selama bertahun tahun, ini salah satu perusahaan raksasa di indo malah",0,2026-03-28T01:50:23Z
@gpandita,di konoha.. sekelas BUMN lembur hanya di bayar nasi bungkus,0,2026-03-28T01:50:21Z
@raizaabdurazak9124,jangan jauh2 bang. fi Indonesia juga banyak. sukabumi bnyak garmen klo berangkat jam stengah 6 pagi pulang jam 6 sore. kedok lembur tapi sbnarnya eksploitasi,0,2026-03-28T01:26:31Z
@Iyan_zy,Kalo keliatan serba bisa Mala Tambah kerjaan bukan gaji anj,1,2026-03-28T01:25:28Z
@fajarimanisatrioajiramadha5146,"Realitanya

Durasi panjang, pekerja = 🤬
Durasi panjang, siswa = 🥰",0,2026-03-28T01:24:18Z
@Nathannirvana,Budaya ko lembur 😂,0,2026-03-28T01:23:22Z
@asepdarmawan9645,diindo juga sama 😂,0,2026-03-28T01:23:11Z
@cendolisme1928,"Enak mah hidup setengah nganggur, akal2an kapitalis nyuruh kerja Mulu.",0,2026-03-28T01:20:08Z
@cendolisme1928,Ampas dunia,0,2026-03-28T01:17:40Z
@uchujinseed,Di tempat gua dulu dari jam 9 sampai 11 kaya kaga tipes iya,0,2026-03-28T01:15:10Z
@seasnake6351,1,0,2026-03-28T01:02:35Z
@HiiitsKimmy,Apa yang gue rasakan d tempat gue kerja skrg,0,2026-03-28T01:00:01Z
@rikiabdillah1170,"Gak seberapa sih 
Tempat kerja gua sistem nya
887 🤣",0,2026-03-28T00:51:41Z
@acalapanji4198,mungkin disana emang gara2 udh di press ya si 669 ini makanya pindah indonesia kali ya si BUMC ini🤔 kerja 9 jam masi dikasi lembur 2 jam gara2 ga target (Di paksa lembur sukarela),1,2026-03-28T00:46:11Z
@kzak23,"Gw kerja di pabrik jepang yang dimna jam kerja nya semua udah diatur termasuk lembur. Untuk jam kerja biasnya itu dari jam 8.00-17.00. trus untuk lembur semua nya sampai jam 19.00 gak lebih gak kurang dan setiap pertengahan tahun dapet bonus tergantung selama kita kerja sering memenuhi target atau tidak paling kecil 10juta untuk pekerja biasa kayak gw. Untuk shif malam jam kerja nya dari 19.00-05.00 gak lebih gak kurang dan shif malam gaji nya lebih gede. Tapi ini beda beda sih kayak di perusahaan temen gw jam kerja harus nya sampai jam 5 tapi pas mau pulang di tanya kenapa udah mau pulang padhl kan ya udah jam nya ya, bersyukur banget sih dapet perusahaan baik kayak gini",0,2026-03-28T00:45:08Z
@hdhereyo,9:09 tau tau KRU tv nya juga ngalami nasib yg sama 😂😂😂,0,2026-03-28T00:44:04Z
@SahrulHalik,Hidup apa?😂😂,0,2026-03-28T00:30:27Z
@Apipmantap-e7f,Tidak memanusiakan manusia kalo gada bonus kerja lembur mah,0,2026-03-28T00:28:52Z
@AliezF2PGenshin,Di Konoha kerja jam 6 pagi sampai 10 malam cuma digaji 2-4 juta,0,2026-03-28T00:27:01Z
@maximillianusforrest,"Jijik banget sama Jack Ma dan pemilik JD.id. Yang banting tulang siapa, yang menikmati sukses siapa.",2,2026-03-28T00:25:30Z
@Febeww,"walaupun jam kerjanya diatur, tapi klo beban kerjanya masih banyak, ya mau nggk mau karyawan tetap lembur. dan sedihnya nggk dibayar, malah kadang dianggap jadi karyawan yg ""nggk bisa ngatur waktu, makanya bnyak kerjaan yg numpuk"". emang kerjaannya banyak.....",0,2026-03-28T00:21:37Z
@rennqii21,Keknya di Indonesia beberapa perusahaan China juga ada yg 12 jam sehari,0,2026-03-28T00:21:25Z
@evannnn1954,"bang bahas kapal indonesia ga boleh lewat selat hormuz,iran nahan 2 kapal pertamina karena pada tahun 2021 indonesia nahan kapal iran",0,2026-03-28T00:21:17Z
@imaji-15,"Yang paling lucu sebenarnya orang2 yg suka bandingin dg ngeliat gaji mereka terus di konversi ke gaji sini. padahal mereka hidup disana dan bahkan mereka cm hidup dari gaji ke gaji plus tuntuan pajak yg tinggi, itu knp tingkat depresi dan bundir tinggi. ga ada negara yg bener2 surga dan ga ada negara yg bener2 neraka, semua negara punya masalahnya masing2.",1,2026-03-28T00:17:28Z
@IhHu-v5f,Hongkong sekarang full china,0,2026-03-28T00:08:00Z
@ameliahendayanihidayat9747,Ini mirip nih sama br1 beberapa tahun belakang wkwkwk,0,2026-03-28T00:03:24Z
@anangriduan267,"🤔Hmm model kerja 996, kebetulan saya menjalani model kerja 6614 😂",0,2026-03-27T23:52:21Z
@yzcmiw,"Kerja di Indomaret masuk jam 7 pagi, jam ½6 wajib udah login kasiran, alhasil berangkat dari rumah kadang sebelum subuh, sampe toko mau solat aja susah udah di suruh-suruh sama senior toko.
jam pulang pun sama gila nya, masuk jam 7 harusnya pulang jam 3 sore, ini malah suruh bantu bongkar muat barang, bantu isi etalase toko, bantu beres-beres gudang, bantuin sih tapi pulang jadi jam 6 sore bahkan jam 7 malam. coba itu udah berangkat dari rumah jam ½5 pagi pulang2 dari toko jam 8 malam, gaji UMR sih tapi tiap hari kalau ngasirin minus wajib ganti minusan hari itu juga, belom lg tiap bulan atau lagi ada StockOpname beuh nombokin barang yg gada di toko akibat Dimaling konsumen atau bahkan teman kerja sendiri maling ny, baru ketauan pas ada SO.
PERUSAHAAN JUGA TUTUP MATA SOAL KELUHAN ANAK TOKONYA, pemerintah juga dinas terkait nya kena suap juga pro pengusaha, belom lg ada main gila, antara anak toko dengan atasan entah kepala toko spv atau manajer area, dari pelecehan badan sampe adegan wikwik di gudang toko atau hotel melati.
di Indomaret itu nomor 1 loyalitas tanpa batas, kalau belom mati dan ga dibayar lemburan, Indomaret nomor 1. udah jumping shift ga ngotak, loyalitas berjam-jam ga dinitung lembur, eh pas gajian kena potongan barang ilang Dimaling.
silahkan kalau ada keluh kesah soal jam kerja yg ga ngotak.",0,2026-03-27T23:38:58Z
@afifliction4210,Kebetulan lagi ikut kerja di gudang importer dari China,0,2026-03-27T23:36:29Z
@rapphiel6139,mirip sih sama indo (di kelas kuli).. wkwkkwwk,0,2026-03-27T23:21:56Z
