author,text,like_count,published_at
@scarletf6558,"Kesuksesan 🤣
Lu ngelawak apa gimana? 
Lu kerja 25 jam sehari buat perusahaan lu sendiri nonstop selama 8 hari seminggu yah seterah lu. Perusahaan lu maju lu makin sukses. Sedangkan mereka kerja 12 jam sehari dan 72 jam seminggu mah gak worth it. Itu bukan perusahaan mereka. Perusahaan maju mereka gak dapet apa apa. Mereka mati perusahaan tinggal cari orang lain. 
Jadi stop romantisasi kerja gak manusia kalau omongan lu cuma buat memperbudak manusia lain demi keuntungan lu pribadi.",0,2026-03-30T07:54:34Z
@adetyoputra,Op warnet 997 koi 🤣🤣🤣,0,2026-03-30T07:52:12Z
@faisalalfarizi6587,Gw 12/7 kurang gila gimana coba,0,2026-03-30T07:22:21Z
@bagasinka9471,kalok tiap hari lembur dibayar 2x gaji satu hari mereka bakal ok gas ok gas,0,2026-03-30T07:19:25Z
@rizkiesaputra1301,"dan itu terjadi diperusahaan china diindonesia, gua pernah kerja disalah satu brand hp china mending 12 jam, gua biasa dituntut lebih dari itu buat laporan tengah malem, wajib standby 24 jam bahkan waktu itu cuti masih diganggu sama kerjaan dan mereka selalu punya cara untuk melakukan pemotongan gaji dengan atur""n baru😅",1,2026-03-30T07:12:27Z
@miftahfariz3890,"Yang saya tahu,di US sejak 2024 ada perusahaan yang nerapkan WH seperti ini bang,Krn kebetulan saya kerja freelance dan klien saya dari US,mereka kerja 48-60jam/week, mayoritas di perusahaan² atau kontraktor  kecil, terutama perusahaan iklan n agency,kalo perusahaan besar mungkin masih terikat aturan serikat buruh kali ya",0,2026-03-30T06:48:23Z
@MLKHAKIM,"Telat kamu bang. 😂😂😂 Biasa itu bang. Indonesia udah terapkan itu. 
Kami pegawai Tambang Batubara dikaltim, udah terapin jam kerja 12 jam/hr. Masuk jam 6 pulang jam 6...",0,2026-03-30T06:13:57Z
@EsnaWati-xv6mk,"mas, sekarang ngomongnya cepet amat...kurang selow deh..",0,2026-03-30T06:13:14Z
@IndartiTriUtami,di konoha jg ada kerja 12jamlibur per 2minggu sekali tapi prakteknya yaa begitulah,0,2026-03-30T05:30:31Z
@annahardianto7300,"11.56.. busyet bikin  kaget  ""hidup.."" mau aku terusin eeee dipotong",0,2026-03-30T05:01:30Z
@vin-z3c6c,Percuma di hapus kalo upahnya gak di naikin tetep bakalan mau lembur buat hidup,0,2026-03-30T04:43:55Z
@alpinna2431,Still team work-life balance bang,0,2026-03-30T03:27:06Z
@SitiMaemunahLeffie-s8m,12.jam disini juga banyak kerja 12.jam,0,2026-03-30T02:59:09Z
@AveDioza,...,0,2026-03-30T02:53:52Z
@arulgamers8921,"Yang ngedukung 996 bukan karyawan, pantaslah ngedukung orang gak ngerasain kok lemburnya 😂",0,2026-03-30T02:49:33Z
@Masclessss,"yang mendukung bosnya, yang protes anak buahnya >.<""",0,2026-03-30T02:45:37Z
@megasinergijasa,kalau negara arab gimana pola kerjanya bang ?.,0,2026-03-30T01:56:48Z
@widha_2079,"kerja keras bikin sukses kata konglomerat tsb,
maksudnya ya mereka yg sukses.. para pekerjanya ya ttp bekerja keras aja",1,2026-03-30T01:44:37Z
@babigoreng-d6k,"996 sistem idiot yg di buat komunis, bayangkan manusia di anggap robot tanpa nyawa. Yg bilang china maju berarti udh kena propaganda, di china sendiri gaji di tunggak, kesejahteraan rakyat timpang sekali. Yang kaya cuman orang partai PKC 🤣",0,2026-03-30T01:21:33Z
@Faiz_ibnThalib,"Berat, lebih baik memilih standar kerja dan jaga kesehatan dari pada hanya menguntungkan orang lain, tapi diri sndiri terpuruk , kerja 8 jam aja udh banyak resiko dan lelah nya apalagi 12 jam atau lebih , kebanyakan akan menjadi manusia yg retan sakit dan gila😅😅",0,2026-03-29T23:37:35Z
@Silviyanisilvi-s3m,Di indo juga masih banyak yang kerja 12jam bahkan kaya lumrah upah di bawah umur 60-100rb/hari dengan jam kerja berat 12jam bahkan tanpa libur,0,2026-03-29T23:16:29Z
@ekkot9975,"Lah suami aku kerja dr jam 5 pagi sampe 6 malam ,, terus off nya 13 hari sekali , ,,, lebih parah dari cina itu ,,,",0,2026-03-29T22:08:31Z
@Pertamax7-HD,ngeri om koyok,0,2026-03-29T18:47:32Z
@leah_seo,"Persis suamiku, kalo dia 10106. Dan ""GA DIITUNG LEMBUR"" emang spv nya sih biang keroknya kerjaan lemparan dari departemen lain malah dipungut. Sok2an masuk KPI pula
Iyalah bukan dia yg ngerjain tp anak buahnya😅🫵🏻",0,2026-03-29T18:17:25Z
@fikritaupiqurrahman1287,Di tempatku juga sama 12jam 7 hari kerja 😢,0,2026-03-29T17:59:56Z
@Syafina-z6v,"Sebagai budak bumc yang sering digangguin kalo udh balik/weekend/tanggal merah can relate🥲 doain aku ya guys mau resign bulan ini tanpa backup plan, udah stres parah soalnya",0,2026-03-29T17:29:29Z
@ristajulianti3826,Apakabar TKW arab bang. Fisik mental kena banget.,0,2026-03-29T17:24:15Z
@dodidarmawan4733,"Kerja 996 cuman cocok untuk pendiri perusahaan ya. Soalnya mereka punya perusahaan, punya sesuatu yang dimulai dan di kembangkan. Level karyawan mana mungkin punya hal yang sama apalagi posisi mereka mudah banget digantikan. Coba deh dipikirin, kalian memperjuangkan sebuah perusahaan di level karyawan terus kalian dengan entengnya dipecat. Jadi perjuangan kalian cuman jadi buat belajar sendiri aja. Jack Ma sama Liu itu pendiri perusahaan jadi cocok mereka kerja 996. Pastinya jangan memaksakan ideologi kalian ke level karyawan karena mereka cuman 'anak tangga' untuk kesuksesan kalian.",1,2026-03-29T16:43:35Z
@MaExSans,Bangsat nya Orang China ngebawa tradisi ini ke Indonesia ngasih kerjaan 12 jam gaji cuma 80-100k perhari,0,2026-03-29T16:04:48Z
@RakaPras-y1u,"Nyata bang saya ikut kerja org cina . Lembur harus ,,, padahal di gudang gabut😅",0,2026-03-29T15:55:11Z
@ekaprimaoktarianda6679,Kalo bayaran nya sesuai dengan kerja nya sih ga papa.. ini kerja lembur bagai kuda tapi bayaran kerja aja ga nutup pengeluaran bulanan.. jika dilihat dari kacamata pengusaha ya emang berkah.. perusahaan mereka bisa lebih maju tanpa modal gede yang harus nambah pegawai.. but kalo sisi pekerja ya jelas kerja yang ga adil,0,2026-03-29T15:21:15Z
@DjWelldd,"Kalo dinegara mana itu lupa aku, walaupun pekerja nya nuntut ke pengadilan selama masih ada uang apapun bisa diatasi",0,2026-03-29T15:04:34Z
@ZainalArifin-x3q,"emang tinggal di Asia Timur rata2 gk bahagia 😢😢 isiny kompetitif ketat, depresi, stress tingkat dewa & budir",0,2026-03-29T14:50:10Z
@aryakamandika7213,"jangankan di china bang koi, di indo aja masih banyak perusahaan terutama garmen yang pekerjanya 12126 😂",0,2026-03-29T14:31:08Z
@dchaniago7559,995 ok... 😂😂,1,2026-03-29T14:22:56Z
@Andi-sd9dc,"Waduhh ada nih PT di indo daerah kabupaten yg udah kerja 8 jam, terus dibawain lg pekerjaan dirumah yg dikerjainnya memakan waktu 5 jam, dihitung total 13 jam x 6 hari kerja, minggu pun dibawain kerjaan lg jd semacam nggak ada hari libur kerja, tapi gajinya mentok cuma 1,8-2jt doang....",0,2026-03-29T14:13:28Z
@baperjangankesel,"Masalah nya lembur di 62 gk ada tambahan upah😊udh toxic banget, giliran warganya milih nganggur malah ngerekrut wna😢",0,2026-03-29T13:56:36Z
@DepDep-s1p,"Aku kerja di konoha, tiap sabtu disuruh berangkat lembur 7 jam cuma dibayar popmie 1 cup😂",0,2026-03-29T13:45:01Z
@StrikeAgeMark2,"kalian terlalu sibuk dengan sistem kerja di negara lain, sementara itu di negara kita sendiri masih belum jelas tentang janji 19jt lapangan kerja yang di janjikan itu.",0,2026-03-29T13:21:50Z
@agustindiiah827,"di indo ikut cina yg baru buka bisnis dsini 8 pg-11 mlm uda biasa, gapernah dilirik sm disnaker, aneh",0,2026-03-29T13:07:42Z
@deni.a.prasetyo,"bener sih 996 perlu buat mencapai sukses, kalo kita sebagai owner bukan karyawan..",0,2026-03-29T12:50:24Z
@AyamPredator,Bang bahas soal negara Mongolia yang dulunya berjaya sampai bisa jatuh ke Uni Soviet sampai-sampai Abjad mereka gunakan juga sama seperti Uni Soviet/Russia,0,2026-03-29T12:38:35Z
@galerygelar,Coba bahas juga justru 4 hari 6 jam kerja di finland yg seems to working well. Gw mah suka ya european...lbh manusiawi...kerja itu utk hidup bukan sebaliknya...,1,2026-03-29T12:16:24Z
@AlexanderAnderson-a1,"9 pagi - 9 malem 12 jam

Gw mau speak up gw sebagai kuli bangunan dari Jawa tertawa melihat ini kami lebih diperas dari ini kerja dari jam setengah8 pagi - 10 malam(lembur) ini minimal 14jam sehari...kami para kuli Jawa aslinya badan udah sakit2an tapi klo kita cuti sehari di kata2in sesama kuli katanya lemah,uangnya dah banyak,padahal yang bilang begitu sering mengeluh badan capek dan sakit2an

Dan ini kami para kuli Jawa semuanya tidak pekerjaan formal jadi lebih beresiko untuk gajinya dipotong sama mandor hingga 10%-40% dan ketika sakit jarang ada mandor yang mau membelikan obat atau pun memeriksakan pekerjanya yang sakit


Semoga dengan ini banyak yang mulai tahu betapa diperasnya kuli Jawa dengan gaji yang dipotong sama mandor dan wakil mandor.

Saya kerja jadi kuli sudah lebih 8thn dan 2thn ini saya sering mengajak teman2 pekerja saya untuk jangan mau di bodoh2in sama mandor terus
Tapi mereka ga berani karena mereka juga butuh kerja,dan karena ini juga mandor semena mena sama kami dengan mengatakan pulang aja klo gamau yg mau gantiin banyak,dan dengan sombongnya tidak memperdulikan kami yang memberikan mereka keuntungan tanpa keluar keringat sedikit pun

Dengan ini saya

Mulai sekarang mengajak para kuli Jawa untuk melakukan revolusi kuli",0,2026-03-29T12:10:55Z
@cahayacinta2228,"disaat cina ngeluh 996, bos sya malah pakek sistem 997 kalo diturutin😆 malah sering2 hari jumat sabtu ahad kerja 14jam. gaji 50ribu(dikumpul dikasih bulanan)  sama dikasih 15ribu harian, itupun kalo masuk kalo gk masuk ya gak dapet apa2. tapi sy berontak kalo capek ya nglibur sendiri dengan alasan sakit. jadi selama sebulan sy setting biar cuma dapet masuk 20harian. biarpun cuma kantongi 1juta yang utuh gk papa yg penting badan dapet istirahat. sudah sy jalani hampir jalan 2 tahun tanpa ada kenaikan gaji. jadi semiskin dan sehina itu hidup dan tenaga sy bagi bos sy seperti tak ada harganya☺️ btw sy masih mogok kerja dari libur hari raya kemaren😂 gak papa duit habis yg penting masih hidup😂",2,2026-03-29T11:36:51Z
@bagustri3877,ini budaya gak efisien sih malah kalau lembur menururtku itu nunjukin kalau staf yangkalian miliki ngak kompeten atau menejemn prusahana kalian buruk .lemebur sesekali  1-2 jam masi ok tapi kalau  terus terusan ya brati ada yangsalah,0,2026-03-29T10:56:04Z
@JavaQui-f2p,Enter google minta ongkos,0,2026-03-29T10:53:28Z
@Kapinis,"Saat ini bekerja di salah satu perusahaan fintech, sistem kerjanya 886 bahkan hari libur nasional pun tetap masuk, kurang diperas apa coba?😅",0,2026-03-29T10:52:52Z
@MLJakarta,"Brand2 hp china yg ada di indonesia kan nerapin hal yg sama, contoh aja lagi itu viral di ig: sales brand oddo curhat kerja 12jam, karena penjualn ga nyampe target hanya kurang 2 unit hp dari target, di gajiny cuma 800rb, lu bayangin gmna brutalny itu brand meras tenaga2 pekerja, makanya wajar aja klo sales brand2 hp china, nawarin prodaknya membabi buta",1,2026-03-29T10:44:34Z
@d.defnotwhyuu,"jadi gue yg kerja 12 jam sehari dan libur 1x seminggu + gaji 1,8 juta perbulan tu sebenernya ga layak? tapi kalo gue ga kerjain kerjaan ini hidup gue kayanya makin ga layak dah ",0,2026-03-29T10:34:47Z
@dohming,"TAKBIR.... ALLAHUAKBAR... 

BELA AGAMA ISLAM, ALLAHUAKBAR",0,2026-03-29T10:18:00Z
@imamuttakin1769,"Beda 12jamnya  di China itu on terus 
Klau di kita mah 12jamnya santuy 😅",0,2026-03-29T09:25:53Z
@UrangMahGabut,"Komunis muncul karena melawan perbudakan industri, tapi komunis China menjadikan masyarakat nya budak industri. Anomali yg nyata😂",0,2026-03-29T09:16:26Z
@kunyilchannelafn1451,"Mana nih yg ngebanggain dan jadi pemuja negara china😅😅😅, karyawan diperas SM perusahaan kok dijadikan contoh,kalian masih waras kan?😅😅",0,2026-03-29T09:07:30Z
@mallabagdja296,Di bandung 786 kadang 787😢,0,2026-03-29T08:52:59Z
@sevenheaven5175,Lawak😂 CHANNEL PRESIDEN INDO DIHAJAR TERUS OLEH NETS INDO😂https://youtu.be/5xWMAaam1MU?si=xHbI5PTqn5oG9sVI😂😂,0,2026-03-29T08:31:09Z
@putttttttttlln,Setuju sih di indo bgini jg biar lebih produktif,1,2026-03-29T08:20:59Z
@LunaR34,Work smarter not harder beach!,0,2026-03-29T08:18:24Z
@adityonugroho1435,mau comment ternyata gw kerja nya jg gk kenal waktu 😂😂. gw supir taxi biru. gw sering dpt order di gedung wtc sm di dpn the plaza tu klo malem. bukan jemput org ajep2 klo malem. tp jemput org pulang kerja. kadang subuh br pulang. dan itu dlm jumlah yg lumayan ya karyawan nya di situ. entah jam kerja nya gmn di sana,0,2026-03-29T07:54:23Z
@sonhimmel,"menurutku lembur itu berkah, tapi kalo lembur itu hanya loyalitas itu musibah

saya juga kerja udah 1 tahun belakangan ini lemburan dateng terus, Alhamdulillah banget saya gas terus
jam kerja normal 7jam + overtime 3jam = 10jam, Sabtu masuk full time 7jam lembur, dan Minggu libur family time
sangatsangat membantu kebutuhan keluarga ditambah istri baru lahiran anak pertama jadi saya ngerasa sedikit diringankan dari segi kebutuhan
oh iya bang koi saya kerja di PT sepatu didaerah Banten, gajih pokok 6,5jt kalau sama lemburan saya bisa dapet 12-13jt perbulan, sangat membantu banget untuk saya yang baru berkeluarga, dibilang cape yaa cape banget tapi kalo inget anak baru lahir itu kaya semangat lagi💗🫶",2,2026-03-29T07:54:11Z
@rockyroxy9338,Saya salah satu pegawai yang kerja jam 9 pagi smpe jam 10 malem gaji 100 perhari🗿,0,2026-03-29T07:47:01Z
@vanredaz2351,"Lahh baru tau gw kalo kerja 12 jam sehari itu ilegal, soalnya ini kerjaan gw aja tiap hari 12 jam (jam 8 pagi sampai jam 8 malam) dan udah gw anggap normal2 aja toh dapat lemburan.

Bahkan kerjaan gw yang 12 jam sehari ini malah gw anggap lebih normal daripada kerjaan gw yang sebelumnya, yang mana dikerjaan gw sebelumnya gw kerja dari jam 7 pagi sampai jam 11 atau 12 malam. Bahkan gak jarang bablas sampai jam 6 pagi, abis itu jam 12 siangnya berangkat kerja lagi.

Baru sadar ternyata jam kerja gw se gak normal itu, wkkwkwkwk",0,2026-03-29T07:34:36Z
@Nur_Daily-Channel,Terus mereka tidak keluar kerja aja ya.,1,2026-03-29T07:21:32Z
@Xairen_Xani01,Gua yang 777 😹,0,2026-03-29T07:07:31Z
@MalikEl-i1o,"12:40

Keliru agaknya kalau menyamakan kesuksesan dengan kerja keras semata. Karena kalau soal kerja keras; kuli kasar, penyapu jalan, petani buruh, dsb juga seorang pekerja keras.

Kerja keras bukanlah faktor utama kesuksesan. Memang sukar untuk diakui, namun untuk menjadi sukses, seseorang memerlukan keberuntungan. 

Morgan Housel dalam psychology of money juga menyoroti hal ini. Ketika kita mengatakan seseorang sukses karena salah satu faktor keberuntungan, seolah kita iri terhadap pencapaian orang lain, kita jahat karena tidak bisa seperti mereka. Padahal keberuntungan merupakan variabel besar untuk menuntun orang mencapai kesuksesan. Keberuntungan disini bisa berupa privilese dan sebagainya, yg intinya menguntungkan atau mempermudah jalan kita melebihi jalan orang lain.",1,2026-03-29T06:57:32Z
@satorirayzaa,lebih bgs*nya lagi di negara anta belantah iniyyyy kerja nya apa tapi disuruh nya apa ..gajarang senior yg selalu membabui junior untuk mengerjakan diluar dari yg seharusnya kita kerjakan..! yg sama kacung eh ngacung ☝🏻🖕🏻,0,2026-03-29T06:46:23Z
@sakarepkuring,"Baru juga 996 gua kerja 885,
Masuk jam delapan pagi selesai jam 8 pagi selama 5 hari.",2,2026-03-29T06:41:49Z
@bungekramadhani,Awal mula terbentuk BUMC di indo,0,2026-03-29T06:09:46Z
@tianchan31,"Pernah ngalamin ih di Indonesia kerja lembur bagaimana kuda 12 jam, dari jam 7 sampe jam 9 malem + ada tragedi kesurupan massal wkwkwk",0,2026-03-29T06:08:43Z
@AraS-gl3kn,Menurut ku 24 jam aja. Udah ada yg praktekin juga tu warung M. Kiamat baru libur,0,2026-03-29T05:56:46Z
@patrick-zb6fx,"kocak ini para oligarki2 china, omon2 sukses yg suksesnya itu org2 kayak Jack ma / richard Liu, yg tiap hari bisa pesta pora & dapet penghasilan banyak dari sistem 996, sementara para pekerja nya gk dapet benefit apa2",1,2026-03-29T05:40:50Z
@clippercast17,"Gw yg kerja 72 jam di gajih 200 k doang,ada yang sama ga si
 😂",0,2026-03-29T05:25:11Z
@lttrans7789,"ini ada sangkut pautnya ga ya sama yg diindo ""bos cina"". ngerasa relate aja jir. disana lembur dpet uang tambahan, kadang engga (berati ada yg dapet). nah gue engga jir disebutnya dedikasi, loyaliitas lah wkwkwk",4,2026-03-29T05:07:25Z
@andrilisyanto4619,"Di konoha jg begitu, lembur gx pernah di bayar",0,2026-03-29T04:59:22Z
@AlgieAgestian,"Di balik barang cina yang murah itu, ada pengorbanan dari tenaga kerja di sana yang dibayar murah dan overwork. Selain itu juga meskipun pemerintah sudah membuat aturan maksimal jam kerja, aktualnya banyak perusahaan besar cina yang menerapkan 996 seperti alibaba, jd.com, tencent dll. Karyawan bakal susah menang gugatan di pengadilan karena banyak oligarki di sana masih terafiliasi dengan pemerintah, tau sendiri tuh negara macam mana perlakuannya ke rakyatnya sendiri.",0,2026-03-29T04:26:45Z
@jaquerexan2188,"Kerja 72 supaya sukses, maksudnya perusahaan yang sukses, karyawan sama aja wkwkwk",1,2026-03-29T04:11:09Z
@intannisey3363,sewajarnya jadi manusia aja atuuuh🥹,0,2026-03-29T04:03:26Z
@adewijaya5244,"Indonesia 996 insyallah negaranya bakal maju, banyak investor datang...",0,2026-03-29T03:53:52Z
@hanupis44,"Kalo masuk jam 6 pagi, pulang jam 6 sore, 6 hari seminggu seperti temanku bang, itu apa bisa disebut sitem kerja setan?😅",0,2026-03-29T03:49:14Z
@djonaschannel8161,"Kak...bahas dong kenapa negara luar pada panik ambil kebijakan masalah bbm, sedangkan indo masih santai bahkan harga masih stabil.",0,2026-03-29T03:21:36Z
@naomieleonora,Klu elu masih kerja dgn orang jgn mau di eksploitasi. Klu running business sendiri baru terapin 996!,0,2026-03-29T03:16:01Z
@XAVIER12215,"Di indo karena banyak boomer kontol kalo ada yang ngeluh malah di ajak adu nasib, padahal banyak perusahaan gila yang gaji di bawah umr 12 jam. Bahkan dlu di subcont perusahaan gw kerja 12 jam gaji 3.700. alasan helper helper itu gk cabut cuman karena takut gk dpt kerja lagi, ketika mereka ngeluh boomer² kontol malah ngajak adu nasib!",0,2026-03-29T03:06:44Z
@MRCHANNEL2123,kocaknya yg setuju ya jelas punya perusahaan2 besar.. ya iyalah mereka stuju untuk keuntungan mereka 😂,0,2026-03-29T03:04:00Z
@wilmarlitaurus1077,"Bang..
Sebenernya untuk praktik kerja 12 jam kayak gini masih terjadi dimana² termasuk di Konoha.😅
Gua sudah 5 tahun kerja di perusahaan tambang dengan sistem kerja 7-7-13, ( berangkat kerja jam 7 pagi, pulang jam 7 malam selama 13 hari kerja & dihari ke 14 off/over sift ).
Kerja di site selama 8-10 Minggu lalu dikasih 2 Minggu untuk cuti & begitulah yang terjadi selama 5 tahun ini.😊",6,2026-03-29T02:57:08Z
@wongpalembangasli1,Kenapa di Indonesia ada batasan antara UMR dan UMKM ? untuk menekan harga terutama harga bahan pokok agar tidak ikut melonjak terlalu tinggi,0,2026-03-29T02:47:16Z
@hellobydee,"as karyawan ak kerja 12*7 gaji? Umr dipotong kosan, , , 😎",0,2026-03-29T02:26:30Z
@music-populer,"12 jam!, di Indonesia juga 90 masih kerja 12 jam terutama para buruh kasar seperti saya.",0,2026-03-29T02:18:18Z
@ganskansas4090,"Mister pabrik gua kerja 72 jam sampe kuat badannya nahan masuk angin. Ujung""a tetap di buang perusahaan karena tidak berpengaruh ke hasil. Pantesan gua bertanya tanya ko bisa mister dari pagi standby sampe jam 11 malam ternyata budaya china",0,2026-03-29T01:57:28Z
@Uciolusi,"Aku yg kerja di perusahaan cina yg di Indonesia aja jg gitu jam kerjanya.apalgi utk staff staf nya, TPI mmg lumayan meledak gajinya",2,2026-03-29T01:26:36Z
@ngestrifani6829,Sama kayak d Indonesia banyak perusahaan yang kayak gitu,0,2026-03-29T01:22:25Z
@amir3d-g8l,"Cina maju krn korupsinya ngak seperti indonesia, barang² bisa murah krn teknologi dan subsidi produksi nya jln, pengusaha dlm negri diayomi sehingga tidak dikuasai asing, kl indo kan kan kebalik produsen ,inventor & investor lokal dibunuh yg asing di kasih karpet merah kan udh digadaikan ini negara. Kerja model budak, buat apa jg maju kl masyarakatnya jd punah kyk jepang lebih baik luar dalam indah daripada bagus diluarnya aja dalemnya busuk.",0,2026-03-29T01:09:26Z
@danangrianca1554,Butuh perang atau pindah ke planet lain.. Sumbernya tetbatas manusia terlalu bnyk jadi ga kondusif buat ekosistem sosial.. Silahkan kalo mau hina ane lagian kenyatan tidak selalu indah,1,2026-03-29T01:05:52Z
@GSJ245,"lah d bali biasa untuk pekerja hotel yang belum jadi karyawan,gaji nya setengah dari karyawan tetap lagi,apa lagi klu ad event2 tertentu bisa 13jam",0,2026-03-29T00:56:42Z
@apark_huang6694,"Aku pake sistem ini buat belajar, jujur ngerasa pusing, capek, malas... Tapi dari segi output ku ngerasa not bad karena jadi disiplin, teratur jadi ngerasa lebih baik lah pokoknya",0,2026-03-29T00:50:02Z
@ariervandi,Si Jek Ma setuju 996 karena mukanya jelek sih menurut gue.,0,2026-03-29T00:32:41Z
@har1185,Aku di taiwan 886,0,2026-03-29T00:26:35Z
@irwanaditya7504,"Kerja 12 jam sehari okelah, tapi jgn dijadikan sebagai jam reguler juga..",0,2026-03-29T00:21:42Z
@PemantauUlung,Meanwhile bank bri lembur tiap hari tapi sahamnya anjlok mulu😂,0,2026-03-28T23:26:02Z
@habibflicker4142,Apakah ini melanggar ham? Karena termasuk mengambil hak waktu orang,0,2026-03-28T23:18:11Z
@pramamachmudin,😎,0,2026-03-28T21:16:35Z
@MuhammadAkbar-wu8gl,Menit 11:55 ada noise suara apaan tu😂,0,2026-03-28T21:00:47Z
@Samuel-yr2sy,"Ironis, China yang mengaku sebagai negara komunis, tetapi eksploitasi pekerja masih sangat masif. Padahal sejak dulu gerakan komunis menuntut jam kerja maksimal 8 jam.",0,2026-03-28T20:56:45Z
@ryanananda5745,Bang koi bahas perang dong,0,2026-03-28T19:56:52Z
@ramdanikhadavi6281,Bahas Jack the Ripper bang 🙏,0,2026-03-28T19:53:07Z
@wisnumardenda5871,"Ini namanya Lapangan Perbudakan. Efek jangka panjang dari hal ini adalah anak-anak mereka jadi terlantar, nanti di masa depan anak-anak ini tumbuh menjadi orang yg tidak mengerti bagaimana berempati, menyayangi dan mendidik anak. Anak-anak mereka jadi seperti robot dan tidak punya integritas. Lagi-lagi yang jadi korban adalah generasi kedepan bangsa.",0,2026-03-28T18:47:41Z
@techieveid1333,"Gw Nakes Pernah Kerja Kek Gini, Bayangin Dituntut 0 Kesalahan Tapi Lembur Tiap Hari Dan Gak Dibayar, Belum Lagi Senioritasnya Yg Kenceng Banget, Sampe Stress, Sering Gak Mandi Dan Gak Rawat Diri",0,2026-03-28T18:32:12Z
@pradikagalang5614,"Ini sebenernya di indo juga banyak banget begini, apalagi sektor swasta. Gak cuma pekerjanya, tapi juga pengusaha sebagai pemberi kerja pun kebanyakan masih ikut kerja gila gila an juga. 

Mungkin gak, sebetulnya bukan salah di pengusahanya, tapi di pemerintahnya yang nyebabin: 
1. Gaada penjaga stabilitas harga, jadi kalo mau menang di market ya banting bantingan harga. Ujung2nya cuannya pada kecil semua, semua pada punya mindset ngejar kuantitas, sementara buat ngejar jadi 'terpaksa' mempekerja rodikan karyawan. Padahal disaat yang bersamaan, karena untungnya kecil, ya kemampuan buat ngasih karyawan juga kecil. 
2. kerumitan membuat usaha, yang bukannya dipermudah malah dipersulit. Katakanlah gaji bulanan 4 juta, bisa nabung 500rb sebulan buat bikin usaha. Setahun kekumpul 6 juta, mau bikin usaha pake duit segitu ya cukup darimana. Orang sewa lahan yang bulanannya 500, paling juga dapetnya teras, itupun dalem kampung, bukan di jalan raya. Bahkan kalopun punya dana, lalu berhasil bikin usaha, banyak banget izin atau sertifikat yang diurus. Itu juga makan duit dan makan waktu. Fyi aja, 1 tes bpom itu bisa ngabisin duit 5jutaan minimal buat tes lab, dengan antrian dan waktu tunggu hasil kira2 3 bulan, padahal itu untuk 1 varian produk. Kebayang gak, misalkan punya usaha kripik pisang rasa rasa, punya 5 varian rasa, segimana mahal waktu dan kapital yang dikeluarkan, yang pasti juga berefek ke costingnya usaha dan bayar karyawan... Sementara mereka yang diatas sana, yang dipikirin cuma gimana caranya narik pajak sebanyak banyaknya dari kita 😢",1,2026-03-28T18:28:50Z
@hakikih3032,"🇨🇳 12 jam dihitung lembur.
🇮🇩 12 jam-14 jam loyalitas.
F&B banyak yang begitu, yang kasian gaji mereka cuma 3jt+ketering.",4,2026-03-28T17:40:06Z
@Iskandar20-n1v,"Kalo gue mah sih kerja 12 jam dalam 6 hari gak masalah, asalkan upah atau gaji yang didapatkan setimpal. 

Coba kalo kerja 12 jam gaji dibawah 2 juta? Aww hell nah",0,2026-03-28T17:37:55Z
@BankoiChannel,"Ini negaranya aja gini,apalgi yang ada di indo udah perhitungan,suruh kerja tanpa tau waktu gadapat apa apa wkwkw",0,2026-03-28T17:30:36Z
@nikohayadi771,Ngojol 997 malah,0,2026-03-28T16:13:20Z
@afgandarudin4338,"Kerja keras:
Tukang es batu 
Tukang kuli batu bara 
Tukang kuli batu pondasi 
Tukang kuli Lio 
Tukang kuli penambang emas 
Tukang kuli penambang uranium 
Tukang kuli pabrik besi 
Dll😊",0,2026-03-28T16:11:29Z
@firmanganteng9464,"lebih parah AO PNM mekar bang, senin sampe sabtu brangkat jam 7.30 pulang jam 12 malam target 240 juta gaji umk 😂😂😂😂",2,2026-03-28T16:10:55Z
@OREO-t5y,setuju 996 kalau bayaranya sesuai jam kerja,0,2026-03-28T16:01:24Z
@Gibshere,apakah budaya ini yg dibawa oleh para pengusahan (chindo) di sini? sistem kerja yg panjang tp upah yg seminim mungkin?,1,2026-03-28T15:56:13Z
@dans_autocars,kyk di sini...ada perusahaan ekspedisi cina yg kerjanya gila bisa 24jam nonstop...gaji banyak potongan,0,2026-03-28T15:36:03Z
@wahyuriski9062,Dulu guru gua bangga kalo kerja kaya bangsa tiongkok 996 kita sebagai gen Z awal emang bisa buat mental dan kesehatan fisik,0,2026-03-28T15:22:50Z
@Seslia21,Hahah udh biasa itu mah bang di jakarta banyak bahkan ada yg 15jam,0,2026-03-28T15:17:22Z
@nolaseptiani4312,ternyata emg udah mendarah daging si bumc ini,0,2026-03-28T15:00:29Z
@fauzy5085,Sama kya jam kerja gw 72jam tiap minggu lembur gila2 an,0,2026-03-28T14:55:01Z
@MuhammadInsan-q1m,"Menurut gw yg kerja 995(12jam kerja 5hari sekali libur) selagi haji cocok gpp dah,",1,2026-03-28T14:44:38Z
