Title,Title_URL,Image,Price,Tag,Tag1
Nike Air Max 95 OG Big Bubble Solar Red 2.0 (2025),https://www.kickavenue.com/sneakers/nike/nike-air-max-95-og-big-bubble-solar-red-20-2025-im7410-001-ka/145477?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NTQ3Ny8zYWFmYjk1MjMwMzE3MGE0ZjcwMTMyZjhmNTk4MzVmZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 9,530,000",
Nike Court Vision Low White Royal Blue,https://www.kickavenue.com/sneakers/nike/nike-court-vision-low-white-royal-blue-fz0624-100-ka/73677?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNjc3L2MzNDMyZGU5OTQyYzcyNTZkNjUyMTE3ZGYwZTE1NTExLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 700,000",
Nike Asuna 2 Slide Black White,https://www.kickavenue.com/sneakers/nike/nike-asuna-2-slide-black-white-dc1457-001-ka/37456?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM3NDU2LzhiYzhkNDkzNDljMDliODZhNjQ3NTM5N2U4YTg3OWEyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 650,000","IDR 660,000"
Nike Air Max 1 White University Gold,https://www.kickavenue.com/sneakers/nike/nike-air-max-1-white-university-gold-fd9082-104-ka/70508?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzcwNTA4LzhhMDk2MWMxZWVkMTE1YTM1ODNhYWZlYzkyMjFkM2JjLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 1,100,000","IDR 2,310,000"
Nike Air Max Plus Black Black Green Strike,https://www.kickavenue.com/sneakers/nike/nike-air-max-plus-black-black-green-strike-dm0032-024-ka/144684?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDY4NC85ZGU2ZDhmZWY3MmI5YzdhYWJhMTRiMjA2ZDJkYzIwMi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 3,700,000",
Puma Speedcat OG Dark Myrtle White,https://www.kickavenue.com/sneakers/puma/puma-speedcat-og-dark-myrtle-white-398846-12-ka/120388?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMDM4OC9lNzkzZWQ0YWQ0MTQzMDk2MmU2OTBmMDcwMDQzYTQwNy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Puma,"IDR 1,376,000","IDR 1,650,000"
Air Jordan 1 Low Light Smoke Grey,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-low-light-smoke-grey-553558-030-ka-2/13149?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTQ5L2U4MWNhMDNkOTUxYmI3YmU4Y2UyYTk1YWUxMzcxZDVhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Air Jordan,"IDR 2,250,000",
Puma Suede Classic XXI Trainers Toasted,https://www.kickavenue.com/sneakers/puma/puma-suede-classic-xxi-trainers-toasted-374915-88-ka-2/98312?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk4MzEyL2I4NmY1MDQ0ZWVlYjEzZWFlYmQ2MjNkMmY0NWJhMTUxLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Puma,"IDR 700,000",
Vans OTW Old Skool 36 Pearlized Pack Pink Black,https://www.kickavenue.com/sneakers/vans/vans-otw-old-skool-36-pearlized-pack-pink-black-vn000e8vhle-ka/151991?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MTk5MS8zMzRlMTQ0NjNjOTY1NmUwZThhNDViODI1YzdhOGI3MS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Vans,"IDR 5,390,000",
Air Jordan 1 Retro High OG Bred Patent,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-og-bred-patent-555088-063-ka-2/27652?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI3NjUyL2UwMTE1ZjI5MzE0OWFhNzYzNzg0MDA2YmI2NGQ1NzYwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Air Jordan,"IDR 1,790,000","IDR 2,805,000"
Air Jordan 1 Low Black Royal Toe,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-low-black-royal-toe-553558-042-ka/121570?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMTU3MC84YjY3ZjE1NzViOGYwOGMyNmIxOTE1ZDc5NzBmZDNhNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Air Jordan,"IDR 2,500,000",
Vans Sk8-Low Contrast Black,https://www.kickavenue.com/sneakers/vans/vans-sk8-low-contrast-black-vn0a5kxdbzw-ka-2/38852?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM4ODUyLzc0ZTA0NmYwZWJmZjYwMmI1OTFmYjI3MmI1MWI0NDJjLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Vans,"IDR 2,480,000",
Air Jordan 1 Low Dune Red,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-low-dune-red-fj3459-160-ka/78959?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc4OTU5L2U0M2U4NDgxZjRiYjJkZDEwZWM5NDg2ZGVhNDAzYzI2LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Air Jordan,"IDR 1,300,000","IDR 2,062,500"
New Balance XC-72 White Navy,https://www.kickavenue.com/sneakers/new-balance/new-balance-xc-72-white-navy-uxc72ri-ka/57675?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU3Njc1LzE0YjNmOTQ5MGNlY2VmZTQ1MDkyMTBiZDJjYzY3MDgyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,New Balance,"IDR 1,050,000","IDR 1,980,000"
New Balance 740v2 Grey Matter Dark Alpine Green,https://www.kickavenue.com/sneakers/new-balance/new-balance-740v2-grey-matter-dark-alpine-green-u740sf2-ka/140684?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MDY4NC9lN2IyMGQ2YTllNTlmNmU0MjUxNTgwZjU2MWY4MzdlZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,New Balance,"IDR 1,450,000","IDR 1,815,000"
Air Jordan 1 Mid Grey Green,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-mid-grey-green-dc7294-103-ka-2/26786?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI2Nzg2LzQzODBhMTAwZjEzYTFhMzYxNWFjMmU5ZTBlNmY4MWEwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Air Jordan,"IDR 1,300,000",
Adidas Adizero Adios Pro 4 Chalk White,https://www.kickavenue.com/sneakers/adidas/adidas-adizero-adios-pro-4-chalk-white-jr6367-ka/132899?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjg5OS8wZDcyMjQ5MWQ4MjI1NGIwYTg5YzIyMjVlMWEyMWM4OC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Adidas,"IDR 3,680,000",
ASICS Gel-NYC White Oyster Grey,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-white-oyster-grey-1203a280-100-ka/115529?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExNTUyOS8xNzU3NGMxMzU3YTFjMmM5NzQ1ZTBjODgwZjkxZDc5Ny5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,ASICS,"IDR 3,520,000",
Vans Skate Old Skool Black White Gum,https://www.kickavenue.com/sneakers/vans/vans-skate-old-skool-black-white-gum-vn0a5fcbb9m-ka-2/36710?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM2NzEwLzNjYmI0YTQ0NmY5MjE3MzlkYmQyMDhlMmU4N2U4MWZiLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Vans,"IDR 1,350,000",
Nike Cortez '23 White Black Light Photo Blue,https://www.kickavenue.com/sneakers/nike/nike-cortez-23-white-black-light-photo-blue-dm4044-100-ka/56807?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU2ODA3L2RmNDNhNmNiNGYyZWExMGI3YjRmNzBlODdjMTJiM2RjLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 650,000","IDR 1,897,500"
Nike Air More Uptempo Low Triple White,https://www.kickavenue.com/sneakers/nike/nike-air-more-uptempo-low-triple-white-fz3055-100-ka/121904?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMTkwNC8yNjI5MmRlNGQyYTI4MjRkYzZjNDBhZGFjZWJkMTk2OC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 2,400,000","IDR 2,805,000"
Nike Dunk Low Team Red (2022),https://www.kickavenue.com/sneakers/nike/nike-dunk-low-team-red-2022-dd1391-601-ka/32044?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMyMDQ0LzExZmRlOGIzYmVlNWQ5YmJiNGZiYTk0MWMyN2MyMTNhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 1,000,000","IDR 1,549,000"
Nike Dunk Low Diffused Taupe (Women's),https://www.kickavenue.com/sneakers/nike/nike-dunk-low-diffused-taupe-w-dd1503-125-ka/71013?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzcxMDEzLzExNzA0NmE5ZTJlMDkyMjA3ZTYwMWJjMTI4MjQxZDFiLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 1,850,000",
Air Jordan 1 Low Multicolor Sashiko (Women's),https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-low-multicolor-sashiko-w-fv3623-151-ka/75083?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc1MDgzLzE2Y2IwZDkwMjZmNzY4MzFmMGRlZmI4MDRmOTQ0N2EyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Air Jordan,"IDR 1,700,000",
Dr. Martens 1460 Vintage Made In England Lace Up Boot Black Quilon,https://www.kickavenue.com/sneakers/dr.-martens/dr-martens-1460-vintage-made-in-england-lace-up-boot-black-quilon-12308001-ka/59184?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU5MTg0L2I4YmNmZjMwMTY1Y2YzYzhkOWYwOTU3NTE1N2E5MGJiLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Dr. Martens,"IDR 3,410,000","IDR 3,795,000"
Vans Classic Slip-On Black Pewter,https://www.kickavenue.com/sneakers/vans/vans-classic-slip-on-black-pewter-vn000eyebpj-ka-2/21768?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzIxNzY4LzE5NTAzNWQ4YTE0MmEzM2Q3OTdkOTgxYmE3NDNhZTgwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Vans,"IDR 1,070,000",
Yeezy 350 V2 CMPCT Slate Red,https://www.kickavenue.com/sneakers/yeezy/yeezy-350-v2-cmpct-slate-red-gw6945-ka/30046?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMwMDQ2LzFhNWRiYmJlYWM3NGI4NjU5MzdjNmIyMmI0ZmQxZDgyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,YEEZY,"IDR 1,720,000","IDR 3,630,000"
Adidas Adizero Evo SL White Purple Lime Burst,https://www.kickavenue.com/sneakers/adidas/adidas-adizero-evo-sl-white-purple-lime-burst-js4495-ka/144502?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDUwMi8wZDllZGQ4ZTFlZTU4ZGI3MTQ4M2YyMjA4MmRjNDQ2ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Adidas,"IDR 2,000,000","IDR 2,475,000"
Nike Zoom Vomero 5 Black Sequoia,https://www.kickavenue.com/sneakers/nike/nike-zoom-vomero-5-black-sequoia-hv2527-001-ka/119621?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExOTYyMS82YmJjZjc4NTg3NGNkMGQyZmY5YzAzMGUxMzQyMmU4ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 1,600,000",
Anta Kai 1 Jelly,https://www.kickavenue.com/sneakers/anta/anta-kai-1-jelly-1124411131-131124d1113-13-ka/124025?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNDAyNS9mYTFmMGZiNWViYmY3MWUzODU1YjQwZTMwYzI1MzIxMC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,ANTA,"IDR 1,560,000",
Adidas Adizero Adios Pro 4 Crystal Sand Flash Orange,https://www.kickavenue.com/sneakers/adidas/adidas-adizero-adios-pro-4-crystal-sand-flash-orange-jr1241-ka/132449?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjQ0OS80ZDU0OTIzZjZlOGNlZTBkZDJiYmJiYzQ1NTdhNTgzYy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Adidas,"IDR 3,690,000","IDR 4,125,000"
New Balance 2002R Vintage Black Grey,https://www.kickavenue.com/sneakers/new-balance/new-balance-2002r-vintage-black-grey-m2002rbv-ka/113729?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzcyOS9lYjRlNzUzYzNlYmVhNjJkZWRhZGI4NzlhOTA5ODEyNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,New Balance,"IDR 1,750,000","IDR 2,392,500"
Puma Suede Classic Black White,https://www.kickavenue.com/sneakers/puma/puma-suede-classic-black-white-399781-01-ka/121500?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMTUwMC85ZmFiNTUyNDRlZmM1ZmFlNTRmYWY5YTFkYzg4ZWI0Yi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Puma,"IDR 800,000",
New Balance 1000 Black Silver Metallic,https://www.kickavenue.com/sneakers/new-balance/new-balance-1000-black-silver-metallic-m1000egr-ka/134080?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDA4MC9iMjI3MGVlMmY4MjlhMDRlYjU1ZWJiM2QzYmY4YjYzYy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,New Balance,"IDR 1,670,000","IDR 2,475,000"
Puma Palermo Premium White Gum,https://www.kickavenue.com/sneakers/puma/puma-palermo-premium-white-gum-397246-01-ka/124566?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNDU2Ni9kNzk4Yzc2YTY3ODhmMDdiYWZlMDBmODRlYmZhYjc2MS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Puma,"IDR 1,100,000","IDR 2,299,000"
Converse Chuck Taylor All Star Move Platform Seasonal Dunescape White,https://www.kickavenue.com/sneakers/converse/converse-chuck-taylor-all-star-move-platform-seasonal-dunescape-white-a0687c-ka/103744?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzc0NC9hNjViMTg1YTUzZDZhMmViZjUyYTEwM2M0MjgxZmIzNy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Converse,"IDR 450,000",
ASICS Gel-NYC Cream Moonrock,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-cream-moonrock-1203a372-100-ka/128677?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyODY3Ny82M2ExNTE2MjA0ZTNiMzQwYzMzY2Y4ZTZiODNhNGQ4Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,ASICS,"IDR 3,170,000",
Puma Palermo Leather White Cool Light Grey,https://www.kickavenue.com/sneakers/puma/puma-palermo-leather-white-cool-light-grey-396464-02-ka/108500?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwODUwMC83NzBhZmFjNjQzYzk2OWU3YTQ2Y2YzMjc1ZTg3YjgxNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Puma,"IDR 1,160,000",
Nike Air Force 1 Low '07 LV8 40th Anniversary Malachite,https://www.kickavenue.com/sneakers/nike/nike-air-force-1-low-07-lv8-40th-anniversary-malachite-dq7658-300-ka/39595?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM5NTk1LzBlZGNiYWU0OTMwNTUyZTU0OGJkYmZlNWYwMjliMzAyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Nike,"IDR 1,750,000","IDR 2,145,000"
Nike Court Borough Low Recraft White Pink Foam (Grade School),https://www.kickavenue.com/sneakers/nike/nike-court-borough-low-recraft-white-pink-foam-gs-dv5456-105-ka/64084?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY0MDg0LzBkMTAxYjM1ODYxMDZhNTg5OWZhNDA1MGVjZGFkMzg2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Nike,"IDR 1,220,000",
On Running Cloud 6 Versa White (Women's),https://www.kickavenue.com/sneakers/on-running/on-running-cloud-6-versa-white-womens-3wf10031200-ka/146739?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NjczOS8yY2VlMTY1YWUyMzYwM2ZmYWJhODhlOWI1MGRhNjVjZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,ON Running,"IDR 2,690,000",
Converse Chuck Taylor All-Star 70's High Hybrid Function Utility Steel,https://www.kickavenue.com/sneakers/converse/converse-chuck-taylor-all-star-70s-high-hybrid-function-utility-steel-171654c-ka/27822?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI3ODIyLzVkODQzZTUxOTU5ZGY1NGI5MmJlZGU1MmZjNzUzYmE3LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfSwid2VicCI6eyJxdWFsaXR5Ijo1MH19fQ==,Converse,"IDR 1,240,000","IDR 2,310,000"
ASICS Gel-1130 Cream Ironclad,https://www.kickavenue.com/sneakers/asics/asics-gel-1130-cream-ironclad-1201a256-115-ka/101092?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMTA5Mi80ZGI5OGI0MDhmNTBmMjFlYjIyNGQ2ZTlhZTUzNTYyOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,ASICS,"IDR 2,000,000",
Air Jordan 1 High Method Of Make Pink Oxford (Women's),https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-high-method-of-make-pink-oxford-womens-fz8779-600-ka/151824?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MTgyNC85MjU3ZWQ2ODlmYTRkN2Q1ZmY4OTI2ZDc3MmY5NDUwNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Air Jordan,"IDR 1,680,000","IDR 2,557,500"
Adidas Samba Manchester United,https://www.kickavenue.com/sneakers/adidas/adidas-samba-manchester-united-jq4036-ka/135508?from=search,https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTUwOC85NzViZjQ0ZDgyMDIxZjJiOTU2M2QxMDEwNzJkYzViNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH0sIndlYnAiOnsicXVhbGl0eSI6NTB9fX0=,Adidas,"IDR 2,520,000",
